0	0.0553742	0.270172	4943	4217.51	5738.09	124.953	1219.77	2.31779e-310	
1	0.191572	0.5086	4483	4953.27	4935.62	245.915	1219.77	0	
2	0.408179	0.571795	5089	5000.42	4512.74	170.403	1219.77	0	
3	0.187435	0.25105	3288	4554.19	5495.15	201.318	1219.77	0	
4	0.312332	0.0137442	2182	4531.35	5776.57	137.107	1219.77	0	
5	0.118668	0.247792	781	4897.36	4907.36	248.835	1219.77	0	
6	0.228054	0.441041	3694	4598.51	4517.23	204.785	1219.77	0	
7	0.201104	0.249447	5124	4266.18	5534.2	159.645	1219.77	0	
8	0.182627	0.481187	4062	4344.47	5367.09	193.358	1219.77	0	
9	0.18449	0.763446	1255	5244.96	5007.82	209.874	1219.77	0	
10	0.369448	0.564498	2065	4197.55	4572.94	151.313	1219.77	0	
11	0.511297	0.210412	1637	4557.01	4273.54	149.57	1219.77	0	
12	0.463585	0.45917	973	4426.84	5452.43	197.476	1219.77	0	
13	0.0243876	0.964895	1134	4491.82	5483.53	199.717	1219.77	0	
14	0.260413	0.513094	1722	4313.92	4286.52	143.235	1219.77	0	
15	0.0851176	0.705831	2028	4747.19	4895.67	253.16	1219.77	0	
16	0.0965109	0.0924718	1712	4411.51	4315.94	157.77	1219.77	0	
17	0.0506376	0.75882	5311	5160.89	5051.55	222.108	1219.77	0	
18	0.0679006	0.639135	4139	4891.12	4542.01	194.374	1219.77	0	
19	0.589039	0.377135	4940	4308.63	5832.43	121.378	1219.77	0	
20	0.645941	0.0467629	3694	4584.6	4514.26	204.001	1219.77	0	
21	0.405026	0.488384	4832	4221.53	4796.44	171.082	1219.77	0	
22	0.363153	0.380684	2336	4468.46	4197.99	132.612	1219.77	0	
23	0.217012	0.702702	1263	5193.68	5158.3	209.192	1219.77	0	
24	0.0187516	0.212343	3821	4834.43	4772.19	241.081	1219.77	0	
25	0.434013	0.414634	4265	4390.11	4590.77	197.395	1219.77	0	
26	0.0232558	0.0407356	650	4967.44	4600.82	199.288	1219.77	0	
27	0.462336	0.515195	1262	5197.57	5217.71	200.576	1219.77	0	
28	0.00590574	0.305953	3693	4588.78	4567.92	213.473	1219.77	0	
29	0.499372	0.296061	4158	4422.32	5090.49	225.599	1219.77	0	
30	0.125468	0.280477	5023	4464.48	4745.23	223.812	1219.77	0	
31	0.0566318	0.607252	11	4377.12	4939.69	217.276	1219.77	0	
32	0.284356	0.659361	2302	4766.81	4457.52	185.334	1219.77	0	
33	0.220913	0.190444	4313	4846.6	5191.23	244.359	1219.77	0	
34	0.77271	0.0042745	557	5020.9	4936.18	239.577	1219.77	0	
35	0.342583	0.123886	3596	5128.21	5277.74	201.637	1219.77	0	
36	0.616328	0.140449	1252	5287.62	5093.69	199.221	1219.77	0	
37	0.0900652	0.0383727	49	4551.32	5182.02	239.506	1219.77	0	
38	0.622595	0.286696	5566	5246.23	4840.63	200.2	1219.77	0	
39	0.112167	0.801939	5290	4334.74	4824.54	204.15	1219.77	0	
40	0.0670751	0.0534649	4321	4977.09	5079.17	243.3	1219.77	0	
41	0.336678	0.253709	5134	4412.33	5651.71	163.971	1219.77	0	
42	0.591464	0.0662477	310	4807.48	5178.38	247.206	1219.77	0	
